Accession,Submitters,Release_Date,Isolate,Species,Molecule_type,Length,Geo_Location,USA,Host,Isolation_Source,Collection_Date
NC_055470,"Chang,T.K., Chen,Y.K.",2021-06-01T00:00:00Z,,Gomphocarpus mosaic virus,ssRNA(+),9998,Taiwan:Tainan,,Gomphocarpus physocarpus,,2015-11-11
NC_055471,,2021-06-01T00:00:00Z,BR-Alt1-16,Tomato chlorotic leaf curl virus,ssDNA(+/-),2535,Brazil,,Solanum lycopersicum,,2016-07
NC_055472,,2021-06-01T00:00:00Z,BR-Alt1-16,Tomato chlorotic leaf curl virus,ssDNA(+/-),2612,Brazil,,Solanum lycopersicum,,2016-07
NC_055473,"Gubala,A., Walsh,S., McAllister,J., Weir,R., Davis,S., Melville,L., Mitchell,I., Bulach,D., Gauci,P., Skvortsov,A., Boyle,D.",2021-06-01T00:00:00Z,DPP1163,Holmes hapavirus,ssRNA(-),13168,Australia,,Culex annulirostris,,1987
NC_055474,"Hu,S.-C., Hsu,C.-L., Lee,M.-S., Tu,Y.-C., Chang,J.-C., Wu,C.-H., Lee,S.-H., Ting,L.-J., Tsai,K.-R., Cheng,M.-C., Tu,W.-J., Hsu,W.-C., Hu,S.C., Hsu,W.C.",2021-06-01T00:00:00Z,TWBLV/TN/2016,Taiwan bat lyssavirus,ssRNA(-),11988,Taiwan,,Pipistrellus abramus,brain,2016-07-26
NC_055475,"Murtaza,G., Mubin,M., Shahnawazulrehman,M., Amrao,L.",2021-06-01T00:00:00Z,,Eclipta yellow vein alphasatellite,ssDNA,1342,Pakistan,,Eclipta,,2013-06
NC_055476,"Zia Ur Rehman,M., Hameed,U., Iqbal,M.J., Ilyas,M., Haider,M.S., Brown,J.K.",2021-06-01T00:00:00Z,J47,Malvastrum yellow vein Lahore virus,ssDNA(+/-),2752,Pakistan: Lahore,,Malvastrum coromandelianum,plant leaf,2013-08-04
NC_055477,"Shahhosseini,N., Luhken,R., Jost,H., Jansen,S., Borstler,J., Rieger,T., Kruger,A., Yadouleton,A., de Mendonca Campos,R., Cirne-Santos,C.C., Ferreira,D.F., Garms,R., Becker,N., Tannich,E., Cadar,D., Schmidt-Chanasit,J., Luehken,R.",2021-06-01T00:00:00Z,,Ohlsdorf ohlsrhavirus,ssRNA(-),11624,Germany,,Ochlerotatus cantans,,2012
NC_055478,"Karthikeyan,M., Jebasingh,T.",2021-06-01T00:00:00Z,,Tomato leaf curl Virudhunagar alphasatellite,ssDNA,1361,India,,Momordica charantia,,2016-03-14
NC_055479,"Pecman,A., Kutnjak,D., Gutierrez-Aguirre,I., Adams,I., Fox,A., Boonham,N., Ravnikar,M., Aguirre,I.G., Adams,I.P.",2021-06-01T00:00:00Z,,Cabbage cytorhabdovirus,ssRNA(-),12949,United Kingdom,,Brassica oleracea,,2016
NC_055480,"Kraberger,S., Stainton,D., Timoumi,S., Kumari,S., Varsani,A.",2021-06-01T00:00:00Z,TN-Tuf9_1-2015,Faba bean necrotic yellows alphasatellite 3,ssDNA,1005,Tunisia,,Vicia faba,,2015
NC_055481,"Voncina,D., Almeida,R.P.P.",2021-06-01T00:00:00Z,VLJ-178.Gb1,Grapevine badnavirus 1,dsDNA-RT,7145,Croatia,,Vitis vinifera,,2015-08
NC_055482,"Al Rwahnih,M., Rowhani,A., Westrick,N., Stevens,K., Diaz-Lara,A., Trouillas,F.P., Preece,J., Kallsen,C., Farrar,K., Golino,D.",2021-06-01T00:00:00Z,W10,Pistachio ampelovirus A,ssRNA(+),17357,USA,,Pistacia vera,,2016-10-01
NC_055483,"Riska,R., Sato,Y., Inudo,K., Nakamura,M., Fukumoto,T., Takushi,T., Shinichi,F., Iwai,H.",2021-06-01T00:00:00Z,PY-AK,East Asian Passiflora distortion virus,ssRNA(+),9974,Japan:Akita,,Passiflora edulis,,2013-03-23
NC_055484,"Liu,Y., Du,Z., Wang,H., Zhang,S., Cao,M., Wang,X.",2021-06-01T00:00:00Z,SX-HC,Wheat yellow striate alphanucleorhabdovirus,ssRNA(-),14486,China,,Triticum aestivum,,2016-05-30
NC_055485,"Willams,S.H., Che,X., Garcia,J.A., Klena,J.D., Lee,B., Muller,D., Ulrich,W., Corrigan,R.M., Nichol,S., Jain,K., Lipkin,W.I., Williams,S.H.",2021-06-01T00:00:00Z,MAAV1/NYC/Manhattan/poolF1,Rodent dependoparvovirus 1,ssDNA(+/-),4339,USA,,Mus musculus,feces,2014-08
NC_055486,"Willams,S.H., Che,X., Garcia,J.A., Klena,J.D., Lee,B., Muller,D., Ulrich,W., Corrigan,R.M., Nichol,S., Jain,K., Lipkin,W.I., Williams,S.H.",2021-06-01T00:00:00Z,MAAV2/NYC/Manhattan/poolF1,Rodent dependoparvovirus 2,ssDNA(+/-),4449,USA,,Mus musculus,feces,2014-08
NC_055487,"Willams,S.H., Che,X., Garcia,J.A., Klena,J.D., Lee,B., Muller,D., Ulrich,W., Corrigan,R.M., Nichol,S., Jain,K., Lipkin,W.I., Williams,S.H.",2021-06-01T00:00:00Z,MBV/NYC/2014/Q055/1700,Rodent bocaparvovirus 2,ssDNA(+/-),5069,USA,,Mus musculus,feces,2014-10-28
NC_055488,"Willams,S.H., Che,X., Garcia,J.A., Klena,J.D., Lee,B., Muller,D., Ulrich,W., Corrigan,R.M., Nichol,S., Jain,K., Lipkin,W.I., Williams,S.H.",2021-06-01T00:00:00Z,MPoV3/NYC/2015/K003/3347,Mus musculus polyomavirus 3,dsDNA,5091,USA,,Mus musculus,feces,2015-08-27
NC_055489,"Naito,F.Y.B., Melo,F.L., Fonseca,M.E.N., Santos,C.A.F., Chanes,C.R., Ribeiro,B.M., Carvalho,R.C.P., Boiteux,L.S.",2021-06-01T00:00:00Z,BR:PE88,Cowpea bright yellow mosaic virus,ssDNA(+/-),2632,Brazil,,Vigna unguiculata,,2011
NC_055490,"Naito,F.Y.B., Melo,F.L., Fonseca,M.E.N., Santos,C.A.F., Chanes,C.R., Ribeiro,B.M., Carvalho,R.C.P., Boiteux,L.S.",2021-06-01T00:00:00Z,BR:PE88,Cowpea bright yellow mosaic virus,ssDNA(+/-),2593,Brazil,,Vigna unguiculata,,2011
NC_055491,"Lan,P., Meng,Y., Shen,P., Li,R., Ma,Y., Tan,S., Chen,H., Cao,M., Li,F.",2021-06-01T00:00:00Z,YCNV-YJish,Yam chlorotic necrosis virus,ssRNA(+),8261,China,,Dioscorea,,2016
NC_055492,"Li,P., Qing,L.",2021-06-01T00:00:00Z,SC770,Ageratum leaf curl Sichuan virus,ssDNA(+/-),2749,China: Sichuan,,Ageratum conyzoides,,2016-11-30
NC_055493,"Hu,W., Li,Z., Wang,X., Liu,W., Huang,C., Miao,W., Cui,H.",2021-06-01T00:00:00Z,Alpo,Alpinia oxyphylla mosaic virus,ssRNA(+),8213,China,,Alpinia oxyphylla,,2017-06
NC_055494,"Wang,Y., Zhang,Z., Qiao,Q., Qin,Y., Zhang,D., Wang,S., Tian,Y., Zhao,F.",2021-06-01T00:00:00Z,Hubei22-2017,Sweet potato leaf curl Hubei virus,ssDNA(+/-),2774,China,,Ipomoea batatas,,2017-05-10
NC_055495,,2021-06-01T00:00:00Z,,Faba bean polerovirus 1,ssRNA(+),5631,Australia,,Vicia faba,,2014-09-24
NC_055496,"Fox,A., Boonham,N., Jones,R.A.C., Adams,I.P.",2021-06-01T00:00:00Z,Cam,Mashua virus Y,ssRNA(+),9769,United Kingdom,,Tropaeolum tuberosum,,1984
NC_055497,"Jover-Gil,S., Beeri,A., Fresnillo,P., Samach,A., Candela,H.",2021-06-01T00:00:00Z,PESV-Rehovot,Passiflora edulis symptomless virus,ssRNA(+),9952,Israel,,Passiflora edulis,,2013
NC_055498,,2021-06-01T00:00:00Z,Seychelles-Pralin-SC8-1b-2017,Tomato leaf curl Mahe virus,ssDNA(+/-),2790,Seychelles,,Solanum lycopersicum,,2017-07-26
NC_055499,,2021-06-01T00:00:00Z,New Delhi,Hollyhock yellow vein virus,ssDNA(+/-),2738,India,,Alcea rosea,,2016-02-01
NC_055500,"Marsberg,T., Jukes,M.D., Krejmer-Rabalska,M., Rabalski,L., Knox,C.M., Moore,S.D., Hill,M.P., Szewczyk,B.",2021-06-01T00:00:00Z,SA,Cryptophlebia peltastica nucleopolyhedrovirus,dsDNA,115728,South Africa,,Cryptophlebia peltastica,,2013
NC_055501,"Yang,K., Shen,W., Li,Y., Li,Z., Miao,W., Wang,A., Cui,H.",2021-06-01T00:00:00Z,XC1,Areca palm necrotic ringspot virus,ssRNA(+),9434,China,,Areca catechu,,2017-08
NC_055502,"Harrison,R.L., Rowley,D.L.",2021-06-01T00:00:00Z,251,Spodoptera eridania nucleopolyhedrovirus,dsDNA,149090,,,Spodoptera eridania,,1974-10-09
NC_055503,"Lim,S., Moon,J.S.",2021-06-01T00:00:00Z,Okcheon,Platycodon mild mottle virus,ssRNA(+),9556,South Korea,,Platycodon grandiflorus,,2013-06-14
NC_055504,"Quito-Avila,D.F., Cornejo-Franco,J.F., Alvarez-Quinto,R.R., Mollov,D.",2021-06-01T00:00:00Z,Los Rios_Ec,Papaya cytorhabdovirus,ssRNA(-),13469,Ecuador,,Carica papaya,,2017-07-01
NC_055505,"Bejerman,N., de Breuil,S., Debat,H., Miretti,M., Badaracco,A., Nome,C.",2021-06-01T00:00:00Z,Montecarlo,Yerba mate chlorosis-associated cytorhabdovirus,ssRNA(-),12595,Argentina,,Ilex paraguariensis,,2014-04-19
NC_055506,"Dey,K.K., Sugikawa,J., Kerr,C., Melzer,M.J., Dey,K., Melzer,M.",2021-06-01T00:00:00Z,DMV-FL,Dioscorea mosaic virus,ssRNA(+),9550,USA,,Dioscorea bulbifera,,2017-03
NC_055507,"Rose,H., Doering,I., Vetten,H.-J., Menzel,W., Richert-Poeggeler,K.R., Maiss,E.",2021-06-01T00:00:00Z,Ag097,Celery latent virus,ssRNA(+),11519,Italy,,Apium graveolens Secalinum Group,,
NC_055508,"Johnson,R.I., Tachedjian,M., Rowe,B., Clayton,B.A., Layton,R., Bergfeld,J., Wang,L.F., Marsh,G.A.",2021-06-01T00:00:00Z,Alstonville,Mammalian orthorubulavirus 6,ssRNA(-),15270,Australia,,Pteropus sp.,urine,2011-07-12
NC_055509,"Vasilakis,N., Tesh,R.B., Widen,S.G., Mirchandani,D., Walker,P.J.",2021-06-01T00:00:00Z,,Cuiaba sripuvirus,ssRNA(-),11705,Brazil,,Rhinella marina,,1972-11-17
NC_055510,,2021-06-01T00:00:00Z,Rousettus-wt/CHN/2015/Sharen-Bat9447-1,Mengla dianlovirus,ssRNA(-),18300,China,,Rousettus sp.,,2015-12-26
NC_055511,"Liu,Z.",2021-06-01T00:00:00Z,Zz01,Emilia yellow vein Fujian virus,ssDNA(+/-),2734,China: Fujian province,,Emilia sonchifolia,,2017-10-27
NC_055512,"Read,D.A., Featherston,J., Rees,D.J.G., Thompson,G.D., Roberts,R., Flett,B.C., Mashingaidze,K., Pietersen,G., Kiula,B., Kullaya,A., Mbega,E.",2021-06-01T00:00:00Z,16-0112,Morogoro maize-associated alphanucleorhabdovirus,ssRNA(-),12185,Tanzania,,Zea mays,,2015
NC_055513,,2021-06-01T00:00:00Z,PuPV,Pumpkin polerovirus,ssRNA(+),5810,Kenya,,Cucurbita,,2015-05-23
NC_055514,"Maliano,M.R., Macedo,M.A., Rojas,M.R., Gilbertson,R.L.",2021-06-01T00:00:00Z,,Tobacco leaf curl Dominican Republic virus,ssDNA(+/-),2638,Dominican Republic,,Malva,,2015
NC_055515,"Maliano,M.R., Macedo,M.A., Rojas,M.R., Gilbertson,R.L.",2021-06-01T00:00:00Z,,Tobacco leaf curl Dominican Republic virus,ssDNA(+/-),2585,Dominican Republic,,Malva,,2015
NC_055516,"Kesumawati,E., Okabe,S., Homma,K., Fujiwara,I., Zakaria,S., Kanzaki,S., Koeda,S.",2021-06-01T00:00:00Z,PepYLCAV-BAPep-V2,Pepper yellow leaf curl Aceh virus,ssDNA(+/-),2743,Indonesia,,Capsicum annuum,plant leaf,2017-02-19
NC_055517,"Kesumawati,E., Okabe,S., Homma,K., Fujiwara,I., Zakaria,S., Kanzaki,S., Koeda,S.",2021-06-01T00:00:00Z,PepYLCAV-BAPep-V2,Pepper yellow leaf curl Aceh virus,ssDNA(+/-),2731,Indonesia,,Capsicum annuum,plant leaf,2017-02-19
NC_055518,"Linden,A., Gilliaux,G., Paternostre,J., Benzarti,E., Rivas,J.F., Desmecht,D., Garigliany,M.",2021-06-01T00:00:00Z,BE1801,Ungulate copiparvovirus 3,ssDNA(+/-),6296,Belgium,,,,2016
NC_055519,"Guadie,D., Tesfaye,K., Knierim,D., Winter,S., Abraham,A.",2021-06-01T00:00:00Z,MSDV-MV-1,Maize streak dwarfing virus,ssDNA(+/-),2842,Ethiopia: Adama Zuria,,Zea mays,,2016-07
NC_055520,"Huang,C.-H., Tai,C.-H., Jan,F.-J.",2021-06-01T00:00:00Z,98-De-31,Dendrobium chlorotic mosaic virus,ssRNA(+),10041,Taiwan: Nantou,,Dendrobium smillieae,,2009-12-30
NC_055521,"Quadros,A.F., Silva,J.P., Xavier,C.A., Zerbini,F.M., Boari,A.J., Quadros,A.F.F., Xavier,C.A.D., Zerbini,F.M. Jr.",2021-06-01T00:00:00Z,BR-IgM1-16,Hibiscus golden mosaic virus,ssDNA(+/-),2652,Brazil,,Hibiscus,,2016-08
NC_055522,"Quadros,A.F., Silva,J.P., Xavier,C.A., Zerbini,F.M., Boari,A.J., Quadros,A.F.F., Xavier,C.A.D., Zerbini,F.M. Jr.",2021-06-01T00:00:00Z,BR-IgM1-16,Hibiscus golden mosaic virus,ssDNA(+/-),2627,Brazil,,Hibiscus,,2016-08
NC_055523,"Taylor,L.J., Abbas,A.A., Collman,R.G., Bushman,F.D.",2021-06-01T00:00:00Z,,Vientovirus,ssDNA,3056,,,Homo sapiens,,
NC_055524,"Romay,G., Geraud-Pouey,F., Chirinos,D.T., Mahillon,M., Gillis,A., Mahillon,J., Bragard,C.",2021-06-01T00:00:00Z,Be6.6H,Tomato twisted leaf virus,ssDNA(+/-),2597,Venezuela,,Solanum lycopersicum,,2005-07-22
NC_055525,"Charoenvilaisiri,S.",2021-06-01T00:00:00Z,Me-MS-9,Melon yellow mosaic virus,ssDNA(+/-),2736,Thailand,,Cucurbitaceae,,2015
NC_055526,"Vidovszky,M.Z., Szeredi,L., Doszpoly,A., Harrach,B., Hornyak,A.",2021-06-01T00:00:00Z,,Ovine mastadenovirus C,dsDNA,36206,Hungary,,Ovis aries,,2017
NC_055527,"Penzes,J.J., de Souza,W.M., Agbandje-McKenna,M., Gifford,R.J.",2021-06-01T00:00:00Z,,Syngnathid ichthamaparvovirus 1,ssDNA(+/-),4001,USA,,Syngnathus scovelli,,2016
NC_055528,"Luschow,D., Prusas,C., Lierz,M., Gerlach,H., Soike,D., Hafez,H.M., Lueschow,D.",2021-06-01T00:00:00Z,GB 818-3,Psittacine aviadenovirus C,dsDNA,1125,Spain,,Psittacula alexandri,,
NC_055529,"Jones,S., McGavin,W., MacFarlane,S., MacFarlane,S.A.",2021-06-01T00:00:00Z,Hutton_1,Raspberry vein chlorosis cytorhabdovirus,ssRNA(-),14512,United Kingdom,,Rubus idaeus,,2017-11
NC_055530,"Walker,P.J., Firth,C., Widen,S.G., Blasdell,K.R., Guzman,H., Wood,T.G., Paradkar,P.N., Holmes,E.C., Tesh,R.B., Vasilakis,N., Walker,P., Widen,S., Blasdell,K., Wood,T., Paradkar,P., Holmes,E., Tesh,R.",2021-06-01T00:00:00Z,,Garba sunrhavirus,ssRNA(-),10821,Central African Republic,,Corythornis cristatus,,1970
NC_055531,"Walker,P.J., Firth,C., Widen,S.G., Blasdell,K.R., Guzman,H., Wood,T.G., Paradkar,P.N., Holmes,E.C., Tesh,R.B., Vasilakis,N., Walker,P., Widen,S., Blasdell,K., Wood,T., Paradkar,P., Holmes,E., Tesh,R.",2021-06-01T00:00:00Z,,Bahia barhavirus,ssRNA(-),12639,USA,,Ochlerotatus sollicitans,,1974
NC_055532,"Walker,P.J., Firth,C., Widen,S.G., Blasdell,K.R., Guzman,H., Wood,T.G., Paradkar,P.N., Holmes,E.C., Tesh,R.B., Vasilakis,N., Walker,P., Widen,S., Blasdell,K., Wood,T., Paradkar,P., Holmes,E., Tesh,R.",2021-06-01T00:00:00Z,,Muir barhavirus,ssRNA(-),12580,USA,,Aedes sp.,,1976
NC_055533,"Rott,M.E., Kesanakurti,P., Boyes,I., Bewarth,C., Jelkman,W.",2021-06-01T00:00:00Z,R12,Apple rubodvirus 2,RNA,1319,Germany,,Malus,plant leaf,2014-04-12
NC_055534,"Rott,M.E., Kesanakurti,P., Boyes,I., Bewarth,C., Jelkman,W.",2021-06-01T00:00:00Z,R12,Apple rubodvirus 2,RNA,7340,Germany,,Malus,plant leaf,2014-04-12
NC_055535,"Rott,M.E., Kesanakurti,P., Boyes,I., Bewarth,C., Jelkman,W.",2021-06-01T00:00:00Z,R12,Apple rubodvirus 2,RNA,1463,Germany,,Malus,plant leaf,2014-04-12
NC_055536,"Rott,M.E., Kesanakurti,P., Boyes,I., Bewarth,C., Jelkman,W.",2021-06-01T00:00:00Z,R12,Apple rubodvirus 2,RNA,1581,Germany,,Malus,plant leaf,2014-04-12
NC_055537,"Rott,M.E., Kesanakurti,P., Boyes,I., Bewarth,C., Jelkman,W.",2021-06-01T00:00:00Z,R12,Apple rubodvirus 2,RNA,1617,Germany,,Malus,plant leaf,2014-04-12
NC_055538,"Lauber,C.",2021-06-01T00:00:00Z,,Botrylloides leachii nidovirus,ssRNA(+),25068,New Zealand,,Botrylloides leachii,,2013
NC_055539,"Manivannan,K., Renukadevi,P., Malathi,V.G., Karthikeyan,G., Balakrishnan,N.",2021-06-01T00:00:00Z,BgYMV,Bitter gourd yellow mosaic virus,ssDNA(+/-),2715,India,,Momordica charantia,,2017-08
NC_055540,"Manivannan,K., Renukadevi,P., Malathi,V.G., Balakrishnan,N.",2021-06-01T00:00:00Z,,Bitter gourd yellow mosaic virus,ssDNA(+/-),2759,India,,Momordica charantia,,2017-08-05
NC_055541,"Kumari,P., Chattopadhyay,B., Chakraborty,S.",2021-06-01T00:00:00Z,Ranchi,Tomato leaf curl Ranchi betasatellite,ssDNA,1353,India,,Solanum lycopersicum,,2007-12
NC_055542,"Dutta,M., Sokhandan Bashir,N., Melcher,U.K., Nemat,S.B., Melcher,U.",2021-06-01T00:00:00Z,05TGP00321,Ambrosia asymptomatic virus 1,ssRNA(+),7408,USA,,Ambrosia psilostachya,,2005-06-15
NC_055543,"Lopez-Lopez,K., Jara-Tejada,F., Vaca-Vaca,J.C.",2021-06-01T00:00:00Z,Florida/Valle/2014,Hybanthus yellow mosaic virus,ssDNA(+/-),2592,Colombia,,Pombalia attenuata,,2014-10-12
NC_055544,"Lopez-Lopez,K., Jara-Tejada,F., Arguello-Astorga,G.R., Vaca-Vaca,J.C.",2021-06-01T00:00:00Z,Florida/Valle/2014,Verbena mottle virus,ssDNA(+/-),2626,Colombia,,Verbena,,2014-10-12
NC_055545,"Zhuo,T., Zhu,L.J., Lu,C.C., Jiang,C.Y., Chen,Z.Y., Zhang,G., Wang,Z.H., Jovel,J., Han,Y.H., Han,Y.-H., Lu,C., Zhu,L.",2021-06-01T00:00:00Z,Fujian,Jasmine virus H,ssRNA(+),3867,China: Fujian,,Jasminum sambac,,2015-10-16
NC_055546,"Honma,H., Tsushima,D., Kawakami,H., Fujihara,N., Tsusaka,T., Kawashimo,M., Nishimura,T., Fuji,S.",2021-06-01T00:00:00Z,,Cnidium virus X,ssRNA(+),5964,Japan,,Cnidium officinale,,2018
NC_055547,"Tai,C.-H., Tsai,W.-S., Sharma,N., Chao,C.-H., Jan,F.-J.",2021-06-01T00:00:00Z,,Hibiscus vein enation betasatellite,ssDNA,1355,Taiwan: Changhua,,Hibiscus rosa-sinensis,,2013-11
NC_055548,"Macedo,M., Moraes,C., Gilbertson,R., Inoue Nagata,A.",2021-06-01T00:00:00Z,SPI15,Sida yellow golden mosaic virus,ssDNA(+/-),2661,Brazil,,Sida,,2015
NC_055549,"Akram,A., Briddon,R.W., Khan,A.H., Mansoor,S., Saeed,M.",2021-06-01T00:00:00Z,AA2,Codiaeum leaf curl betasatellite,ssDNA,1369,Pakistan,,Codiaeum variegatum,,2016-07
NC_055551,"Gronenborn,B., Randles,J.W., Knierim,D., Barriere,Q., Vetten,H.J., Warthmann,N., Cornu,D., Sileye,T., Winter,S., Timchenko,T.",2021-06-01T00:00:00Z,CFDA2-[VU-89],Coconut foliar decay alphasatellite 2,ssDNA,1277,Vanuatu,,Cocos nucifera,plant leaf,1989
NC_055552,"Gronenborn,B., Randles,J.W., Knierim,D., Barriere,Q., Vetten,H.J., Warthmann,N., Cornu,D., Sileye,T., Winter,S., Timchenko,T.",2021-06-01T00:00:00Z,CFDA4-[VU-89],Coconut foliar decay alphasatellite 4,ssDNA,1276,Vanuatu,,Cocos nucifera,plant leaf,1989
NC_055553,"Gronenborn,B., Randles,J.W., Knierim,D., Barriere,Q., Vetten,H.J., Warthmann,N., Cornu,D., Sileye,T., Winter,S., Timchenko,T.",2021-06-01T00:00:00Z,CFDA5-[VU-89],Coconut foliar decay alphasatellite 5,ssDNA,1295,Vanuatu,,Cocos nucifera,plant leaf,1989
NC_055554,"Vaz,P.K.",2021-06-01T00:00:00Z,,Vombatid gammaherpesvirus 1,dsDNA,109717,Australia,,Vombatus ursinus,,2011
NC_055555,"Vaz,P.K.",2021-06-01T00:00:00Z,,Phascolarctid gammaherpesvirus 1,dsDNA,116729,Australia,,Phascolarctos cinereus,,2011
NC_055556,"Ehlers,B., Walter,C., Liebmann,S., Richter,D., Ulrich,R.G., Leendertz,F.H., Calvignac-Spencer,S.",2021-06-01T00:00:00Z,3349,Apodemus flavicollis polyomavirus 1,dsDNA,5327,Germany,,Apodemus flavicollis,lung,
NC_055557,"Ehlers,B., Walter,C., Liebmann,S., Richter,D., Ulrich,R.G., Leendertz,F.H., Calvignac-Spencer,S.",2021-06-01T00:00:00Z,7515 C-008-11-3B,Capra aegagrus polyomavirus 1,dsDNA,4700,Spain,,Capra aegagrus,lymph,
NC_055558,"Ehlers,B., Walter,C., Liebmann,S., Richter,D., Ulrich,R.G., Leendertz,F.H., Calvignac-Spencer,S.",2021-06-01T00:00:00Z,8173 R91,Mastomys natalensis polyomavirus 2,dsDNA,5322,Cote d'Ivoire,,Mastomys natalensis,lung,
NC_055559,"Ehlers,B., Walter,C., Liebmann,S., Richter,D., Ulrich,R.G., Leendertz,F.H., Calvignac-Spencer,S.",2021-06-01T00:00:00Z,8472,Canis lupus polyomavirus 1,dsDNA,5215,Germany,,Canis lupus,"spleen, abdominal cavity",
NC_055560,"Liu,Z.",2021-06-01T00:00:00Z,Zz01,Emilia yellow vein Fujian betasatellite,ssDNA,1333,China: Fujian province,,Emilia sonchifolia,,2017-10-27
NC_055561,"Das Neves,C.G., Davison,A.J.",2021-06-01T00:00:00Z,,Cervid alphaherpesvirus 3,dsDNA,136380,,,Cervus canadensis,,
NC_055562,"Alvarez-Quinto,R.A., Lockhart,B.E.L., Olszewski,N.",2021-06-01T00:00:00Z,AR3,Polyscias mosaic virus,dsDNA-RT,7592,USA,,Polyscias fruticosa,,2017-10-01
NC_055563,"Sangeeta,R., Yadav,B.K., Chahwala,F.D., Singh,A.K.",2021-06-01T00:00:00Z,Anand,Tomato leaf curl Anand alphasatellite,ssDNA,1336,"India: Anand, Gujarat",,Solanum lycopersicum,plant leaf,2016-01-11
NC_055564,"Lim,S., Moon,J.S.",2021-06-01T00:00:00Z,Uiseong,Patrinia mild mottle virus,ssRNA(+),4214,South Korea,,Patrinia scabiosifolia,,2014-05-02
NC_055565,"Vetten,H.J., Knierim,D., Gronenborn,B., Menzel,W., Weichelt,V., Maiberg,V., Maiss,E., Krenz,B., Winter,S.",2021-06-01T00:00:00Z,PSSA3-Pa21,Parsley severe stunt alphasatellite 3,ssDNA,986,Germany: Cremlingen,,Petroselinum crispum,,2017-10-02
NC_055566,"Vetten,H.J., Knierim,D., Gronenborn,B., Menzel,W., Weichelt,V., Maiberg,V., Maiss,E., Krenz,B., Winter,S.",2021-06-01T00:00:00Z,PSSA4-Pa21,Parsley severe stunt alphasatellite 4,ssDNA,990,Germany: Cremlingen,,Petroselinum crispum,,2017-10-02
NC_055567,"Franova,J., Pribylova,J., Koloniuk,I., Sarkisova,T.",2021-06-01T00:00:00Z,B,Strawberry cytorhabdovirus 1,ssRNA(-),14028,Czech Republic,,Fragaria x ananassa,plant leaf,2016
NC_055568,"Alexandre,M.A.V., Duarte,L.M.L., Ramos-Gonzalez,P.L., Chaves,A.L.R., Harakava,R., Rodrigues,L.K., Chabi-Jesus,C., Kitajima,E.W., Chavi-Jesus,C.",2021-06-01T00:00:00Z,BR1,Costus stripe mosaic virus,ssRNA(+),9446,Brazil,,Costus spiralis,plant leaf,2017-03
NC_055569,"Tscha,M.K., Suzukawa,A.A., Graf,T., Piancini,L.D.S., da Silva,A.M., Faoro,H., Riediger,I.N., Medeiros,L.C., Wowk,P.F., Zanluca,C., Duarte Dos Santos,C.N., dos Santos,C.N.D.",2021-06-01T00:00:00Z,MS681,Caaingua virus,ssRNA(+),12096,"Brazil: Marilena, Parana State",,Culex idottus,,2017-05-26
NC_055570,"Vaghi Medina,C.G., Bornancini,V.A., Lopez Lambertini,P.M.",2021-06-01T00:00:00Z,AR:Cordoba:Monte Cristo:Tom51:05,Tomato vein clearing leaf deformation virus,ssDNA(+/-),2698,Argentina,,Solanum lycopersicum,,2005-04-11
NC_055571,"Holt,C.C., Stone,M., Bass,D., Bateman,K.S., van Aerle,R., Daniels,C.L., van der Giezen,M., Ross,S.H., Hooper,C., Stentiford,G.D.",2021-06-01T00:00:00Z,52S104HLG2,Homarus gammarus nudivirus,dsDNA,107063,United Kingdom,,Homarus gammarus,abdominal cavity,2017-04
NC_055572,"Claverie,S., Ouattara,A., Hoarau,M., Filloux,D., Varsani,A., Roumagnac,P., Martin,D.P., Lett,J.M., Lefeuvre,P.",2021-06-01T00:00:00Z,Reunion-Bassin plat-RE004-2014,Eleusine indica associated virus,ssDNA(+/-),2713,Reunion,,Eleusine indica,,2014-11-03
NC_055573,"Claverie,S., Ouattara,A., Hoarau,M., Filloux,D., Varsani,A., Roumagnac,P., Martin,D.P., Lett,J.M., Lefeuvre,P.",2021-06-01T00:00:00Z,Reunion-Bassin plat-RE034-2014,Sorghum arundinaceum associated virus,ssDNA(+/-),2881,Reunion,,Sorghum arundinaceum,,2014-11-03
NC_055574,"Yang,C., Li,L., Hou,Q., Wang,J., Yu,M., Gang,S., Zhang,S., Cao,M.",2021-06-01T00:00:00Z,EuYMaV-BLA,Euonymus yellow mottle associated virus,ssRNA(+),6784,China: Shenyang,,Euonymus maackii,,2018-07-11
NC_055575,"Schulze,V., Lurz,P.W.W., Ferrari,N., Romeo,C., Steele,M.A., Marino,S., Mazzamuto,M.V., Calvignac-Spencer,S., Schlottau,K., Beer,M., Ulrich,R.G., Ehlers,B.",2021-06-01T00:00:00Z,10239_CE449D,Callosciurus erythraeus polyomavirus 1,dsDNA,5112,Italy,,Callosciurus erythraeus,"spleen, abdominal cavity",
NC_055576,"Schulze,V., Lurz,P.W.W., Ferrari,N., Romeo,C., Steele,M.A., Marino,S., Mazzamuto,M.V., Calvignac-Spencer,S., Schlottau,K., Beer,M., Ulrich,R.G., Ehlers,B.",2021-06-01T00:00:00Z,9804_KS15/0573,Sciurus carolinensis polyomavirus 1,dsDNA,5236,United Kingdom,,Sciurus carolinensis,"spleen, abdominal cavity",
